channel_name,channel_url,video_id,url,raw_duration,duration_sec,live_broadcast_content,included,excluded_reason
target_channel,https://www.youtube.com/@example,mtcsCEBxGkU,https://www.youtube.com/watch?v=mtcsCEBxGkU,PT2M28S,148,none,False,short_like_duration
target_channel,https://www.youtube.com/@example,y5m3cklDIKc,https://www.youtube.com/watch?v=y5m3cklDIKc,PT2M8S,128,none,False,short_like_duration
target_channel,https://www.youtube.com/@example,8-wu31agU4U,https://www.youtube.com/watch?v=8-wu31agU4U,PT47S,47,none,False,short_like_duration
target_channel,https://www.youtube.com/@example,L7O_Wh6iJY8,https://www.youtube.com/watch?v=L7O_Wh6iJY8,PT3M14S,194,none,True,
target_channel,https://www.youtube.com/@example,O7QCCMj9lDI,https://www.youtube.com/watch?v=O7QCCMj9lDI,PT3M47S,227,none,True,
target_channel,https://www.youtube.com/@example,UOfo2EbRWUk,https://www.youtube.com/watch?v=UOfo2EbRWUk,PT2M44S,164,none,False,short_like_duration
target_channel,https://www.youtube.com/@example,3jsHPvjxR7A,https://www.youtube.com/watch?v=3jsHPvjxR7A,PT3M9S,189,none,True,
target_channel,https://www.youtube.com/@example,gLjTETGdvE4,https://www.youtube.com/watch?v=gLjTETGdvE4,PT16S,16,none,False,short_like_duration
target_channel,https://www.youtube.com/@example,6vwiJkW-ni0,https://www.youtube.com/watch?v=6vwiJkW-ni0,PT16S,16,none,False,short_like_duration
target_channel,https://www.youtube.com/@example,rhfpq2N0A6c,https://www.youtube.com/watch?v=rhfpq2N0A6c,PT3M31S,211,none,True,
target_channel,https://www.youtube.com/@example,nSPRCelgTqE,https://www.youtube.com/watch?v=nSPRCelgTqE,PT14S,14,none,False,short_like_duration
target_channel,https://www.youtube.com/@example,FZRJdkJwr1c,https://www.youtube.com/watch?v=FZRJdkJwr1c,PT13M31S,811,none,True,
target_channel,https://www.youtube.com/@example,WseFeEVS3r8,https://www.youtube.com/watch?v=WseFeEVS3r8,PT4M22S,262,none,True,
target_channel,https://www.youtube.com/@example,XY9gDhpiB4c,https://www.youtube.com/watch?v=XY9gDhpiB4c,PT16S,16,none,False,short_like_duration
target_channel,https://www.youtube.com/@example,XY7TDNVvHqs,https://www.youtube.com/watch?v=XY7TDNVvHqs,PT46S,46,none,False,short_like_duration
target_channel,https://www.youtube.com/@example,qNZNUlqFyGA,https://www.youtube.com/watch?v=qNZNUlqFyGA,PT2M48S,168,none,False,short_like_duration
target_channel,https://www.youtube.com/@example,UpjeGB101cA,https://www.youtube.com/watch?v=UpjeGB101cA,PT3M54S,234,none,True,
target_channel,https://www.youtube.com/@example,lmQT4sQq1bk,https://www.youtube.com/watch?v=lmQT4sQq1bk,PT1M1S,61,none,False,short_like_duration
target_channel,https://www.youtube.com/@example,F0ifyokz9Bc,https://www.youtube.com/watch?v=F0ifyokz9Bc,PT4M44S,284,none,True,
target_channel,https://www.youtube.com/@example,POcRuC20obg,https://www.youtube.com/watch?v=POcRuC20obg,PT3M9S,189,none,True,
target_channel,https://www.youtube.com/@example,h32FxBqmu_U,https://www.youtube.com/watch?v=h32FxBqmu_U,PT4M20S,260,none,True,
target_channel,https://www.youtube.com/@example,9nhg2Y84rmY,https://www.youtube.com/watch?v=9nhg2Y84rmY,PT4M33S,273,none,True,
